id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
344,"21-Day-Devotional","21-Day Devotional",NULL,"We're beginning 2015 with 21 days of prayer and fasting...","<p>We're beginning 2015 with 21 days of prayer and fasting. To help everyone stay on the same page, Pastor Chris has written a 21-day devotional. Download a digital copy <a href=\"http://blog.faithpromise.org/wp-content/uploads/2015/01/fasting-booklet-inside-2015.pdf\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2014-12-31 00:00:00","2015-01-26 11:59:00",9,"2014-12-31 15:37:07","2015-01-22 17:24:51"
346,"Elevation-Tour","Elevation Tour",NULL,"Despite the snow, the concert is on! See you tonight at 7pm...","<p>Faith Promise Church is hosting a FREE Elevation Worship Concert on Thursday, February 26th at 7:00 pm at our Pellissippi Campus. Seating is first come first served, and doors will open at 6:00 pm. Childcare will not be available.</p>",1,NULL,NULL,"2015-01-15 00:00:00","2015-02-27 11:59:00",6,"2015-01-07 14:45:48","2015-02-26 16:38:03"
347,"fpKIDS-Summer-Camp-2015","fpKIDS Summer Camp 2015",NULL,"Want to give your 2nd-5th grade children a spiritual boost?","<p>Want to give your 2nd-5th grade children a spiritual boost? Send them to fpKids Summer Camp in Dayton, TN on June 22-25, 2015.

</p><p>The cost is $249.</p> 

<p><a href=\"http://blog.faithpromise.org/2015/01/fpkids-summer-camp-2015/\" target=\"_blank\">Find our more here</a>.</p>",1,NULL,NULL,"2015-01-08 00:00:00","2015-06-23 11:59:00",7,"2015-01-08 18:22:20","2015-06-08 20:10:38"
348,"52-Week-H4H-Challenge","52 Week H4H Challenge",NULL,"Here's a great way to begin preparing for our next Heart for the Harvest...","<p>You can start preparing now to help us make a difference in our area and the world through our yearly Heart for the Harvest Offering. 

<a href=\"http://blog.faithpromise.org/wp-content/uploads/2015/01/52-week-challenge-h4h.pdf\" target=\"_blank\">Download this worksheet here!</a></p>",1,NULL,NULL,"2015-01-10 00:00:00","2015-01-19 11:59:00",5,"2015-01-10 23:34:48","2015-01-15 14:19:03"
349,"Journey-to-the-Holy-Land!","Journey to the Holy Land!",NULL,"Pastor Chris will be leading a trip to Israel this October...","Have you ever dreamed of traveling to Israel, seeing God’s Word come to life, and walking where our Savior walked? On October 6-16, 2015, Pastor Chris will be leading a tour to the Holy Land.

<p>There will be an informational meeting on January 31st at 7:15 pm at our Pellissippi Campus in the Satellite room.</p>

<p>For more information, <a href=\"http://blog.faithpromise.org/2015/01/journey-to-the-holy-land/\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2015-01-22 00:00:00","2015-02-01 11:59:00",3,"2015-01-22 16:11:27","2015-01-22 17:24:51"
350,"Missions-Reception","Missions Reception",NULL,"Come learn about the various ways to connect & serve both locally and globally.","Come learn about the various ways to connect and serve both locally and globally here at Faith Promise Church.

<p>Join us in Satellite-1 on Sunday, February 8th at 12:30 PM. </p>

<p>Please RSVP to kelseya@faithpromise.org.</p>",1,NULL,NULL,"2015-01-22 00:00:00","2015-02-09 11:59:00",5,"2015-01-22 17:24:40","2015-01-22 17:24:51"
351,"Group-Leaders-Gathering","Group Leader's Gathering",NULL,"A gathering of all group leaders & coaches on March 28th...","<p>A gathering of all group leaders and coaches from all campuses will be held at the Pellissippi Campus on Saturday, March 28th from 9:00 am—1:00 pm. Lunch and childcare are provided with registration. We encourage you to bring the apprentice from your group. </p><p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=UXhEPpYn8C4a/EjQxDmscA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here!</a></p>",1,NULL,NULL,"2015-02-11 00:00:00","2015-03-29 11:59:00",3,"2015-02-11 20:42:20","2015-03-25 03:17:25"
352,"Financial-Peace-University","Financial Peace University",NULL,"Develop a plan for your money. New groups begin 3/22.","<p>We all need a plan for our money. Financial Peace University (FPU) is that plan! </p>
<p>New groups of Financial Peace University begin March 22. Let us know you’re interested by <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=byZAlWxm9woxf64FaoAahQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">signing up here</a>.</p>",1,NULL,NULL,"2014-09-17 00:00:00","2015-03-23 11:59:00",5,"2015-02-19 19:43:41","2015-03-16 19:29:37"
353,"Campus-Relocation","Campus Relocation",NULL,"Temporary relocation to Jacksboro Middle School beginning March 1st...","<p>Our Campbell County Campus will temporarily relocate to Jacksboro Middle School beginning March 1st due to damage to the church’s current building.

</p><p>JMS is located at 150 Eagle Circle, Jacksboro, 37757. Service will begin at its normal time, 10:30 a.m., on March 1.</p>

<p>For more information, <a href=\"http://blog.faithpromise.org/2015/02/weather-damage-means-locale-change-for-faith-promise-campbell-campus/\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2015-02-24 00:00:00","2015-03-22 11:59:00",1,"2015-02-24 21:23:15","2015-03-16 19:29:37"
354,"Today.-Tomorrow.-Together.","Today. Tomorrow. Together.",NULL,"A new fp original stage production on March 1st & 2nd...","Our Pellissippi Campus is hosting a FP original stage production called \"Today. Tomorrow. Together.\" on Sunday March 1 & Monday March 2 at 7:00 pm in the Satellite Room. This is a free event. Childcare is available on Monday only. Doors Open at 6:30pm.",1,NULL,NULL,"2015-02-24 00:00:00","2015-03-03 11:59:00",5,"2015-02-25 04:08:38","2015-03-02 18:48:30"
356,"New-Service-Times","New Service Times",NULL,"There are now two service times each Sunday morning.","<p>We've added second service to our Sunday schedule at our North Knox Campus! You can now join us Sundays at 9:30 or 11:00 am.",1,NULL,NULL,"2015-02-25 00:00:00","2015-03-09 11:59:00",2,"2015-02-25 05:47:28","2015-03-02 18:48:30"
357,"Social-Media-Street-Team","Social Media Street Team",NULL,"Interested in joining our social media street team? Go here...","<p>Are you interested in joining a team of people who help us promote Easter and the ministry of Faith Promise by using social media? </p>
<p>If that sounds like fun, <a href=\"http://blog.faithpromise.org/easter15/\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2015-03-16 00:00:00","2015-03-31 11:59:00",6,"2015-03-16 19:29:16","2015-03-31 15:32:48"
358,"Prayer-Focus","Prayer Focus",NULL,"Join us this week for a focused time of prayer for Easter...","From Monday to Sunday this week, each of our campuses will be open from 6-7:00 am for a focused time of preparing our hearts for Easter and praying for our friends and family ",1,NULL,NULL,"2015-03-29 00:00:00","2015-04-05 11:59:00",4,"2015-03-29 19:44:27","2015-03-31 15:32:48"
359,"New-Group-Leader-Training","New Group Leader Training",NULL,"A two-day training for new group leaders...","<p>If you are a new group leader at any Faith Promise campus, you will want to attend our New Group Leader Training.

</p><p>The training happens in two sessions. Join us on both April 23 and April 30 at 6:00 pm at the Pellissippi Campus.
<a href=\" https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=boCUM3nPdUUw2KWg4zyLHQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>. </p>",1,NULL,NULL,"2015-03-31 00:00:00","2015-05-01 11:59:00",3,"2015-03-31 14:43:05","2015-04-23 13:43:15"
360,"Student-Conference","Student Conference",NULL,"We're holding a conference for fpStudents this summer at the Pellissippi Campus...","<p>The Movement Conference \"We Are One\"
July 15th – 19th, 2015</p>

<p>Cost – $149</p>

<p>We're holding a conference for fpStudents this summer at the Pellissippi Campus. It will be a jam-packed, four-night, high-energy experience.</p>

<p>Students will stay together with their small groups where they will have time to build friendships and learn together from God’s word. We will have corporate Worship with relevant teaching and amazing games. There will also be some special events that they don’t want to miss. You do not want your students and or their friends to miss out on an awesome experience.</p>


<p>Get more info <a href=\"http://fpstudents.org/c/hsm-pel/?tdo_tag=events\">here</a>!</p>",1,NULL,NULL,"2015-04-14 00:00:00","2015-07-20 11:59:00",7,"2015-04-15 01:51:26","2015-07-05 02:43:47"
361,"Student-Summer-Kickoff","Student Summer Kickoff",NULL,"fpStudents, we will kick off Summer the only way we know how...","<p>fpStudents Summer Kickoff (fpSSko)</p>

<p>fpStudents, we will kick off Summer the only way we know how - stay up all night! </p>

<p>We have rented out the Indoor Water Park and Adventure Forrest at the Wilderness of the Smokies. There will be tons of great stuff to do and so much fun we will be talking about it all Summer, and only for 35.00!</p>

<p>Get more info <a href=\"http://fpstudents.org/c/hsm-pel/?tdo_tag=events\">here</a>!</p>",1,NULL,NULL,"2015-04-14 00:00:00","2015-06-04 11:59:00",4,"2015-04-15 02:06:56","2015-06-03 18:28:32"
362,"Creative-Collective-Night","Creative Collective Night",NULL,"Get connected with an amazing community of creative thinkers & artists....","<p>There’s something pretty unique about a group of creatives working together to spread the fame of Jesus. Made up of far more than just musicians and singers, Creative Collective encompasses all areas from the seen to unseen, including (but not limited to) Production, TV, Social Media, Filmmaking, Photography, Graphic Design, Visual Art, Writing, Lighting, and Audio.</p>

<p>Whether you’re a beginner, a pro or just enjoy the company of the incredible people, our quarterly gathering will lift and encourage you. Invite all creatives you know, and get connected with an amazing community of creative thinkers and artists.</p>

<p>Tuesday, June 9th 6:30 pm in Theater 1<br />
Please note: This event is for 16yrs+</p>

<p>Childcare available upon request
<a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=6LrgIawBonAdbN+sqNR9eA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Registration is required.</a></p>",1,NULL,NULL,"2015-04-16 00:00:00","2015-06-10 11:59:00",9,"2015-04-16 15:07:03","2015-06-08 20:10:38"
363,"Worship-Auditions","Worship Auditions",NULL,"fpWorship is hosting an orientation on May 5th at 6:30 pm at the Pellissippi campus. If you're interested in serving in worship at any campus, this is the place for you. 

<p>No registration required. </p>

Email infuse@faithpromise.org","fpWorship is hosting an orientation on May 5th at 6:30 pm at the Pellissippi campus. If you're interested in serving in worship at any campus, this is the place for you. 

<p>No registration required. </p>

Email infuse@faithpromise.org",0,NULL,NULL,"2015-04-16 00:00:00","2015-05-06 11:59:00",10,"2015-04-16 20:18:15","2015-05-02 22:57:54"
364,"Judah-Smith-Book-Tour","Judah Smith Book Tour",NULL,"Join Judah Smith for a worship event at Faith Promise on 5/28....","<p>The Faith Promise Pellissippi Campus is hosting the Judah Smith \"Life Is\" book tour on Thursday, May 28th at 7:00pm. This will be a free event consisting of a time of worship and teaching from Judah and his worship team. </p>
<p>No childcare is provided.</p>
</p>Doors open at 6 pm.. <a href=\"http://www.premierproductions.com/tour/life-tour-judah-smith/knoxville-tn?utm_source={source}&utm_medium=church&utm_campaign=judahs15#\" target=\"_blank\">More info here</a>.</p>",1,NULL,NULL,"2015-04-23 07:00:00","2015-05-29 11:59:00",3,"2015-04-23 13:42:54","2015-05-27 15:16:59"
365,"Whats-your-Spiritual-Gift?","What's your Spiritual Gift?",NULL,"Print this inventory to help you discern your spiritual gift...","<p>Print out this inventory to help you discern your spiritual gift. <a href=\"http://blog.faithpromise.org/wp-content/uploads/2015/05/spiritual-gifts-assessment.pdf\" target=\"_blank\">Click here.</a></p>",1,NULL,NULL,"2015-05-02 00:00:00","2015-05-11 11:59:00",4,"2015-05-02 22:56:24","2015-05-04 15:45:21"
366,"Student-Film-Camp","Student Film Camp",NULL,"Student Film Camp is a 3-day workshop  geared towards igniting filmmaking passion...","<p>Student Film Camp is a 3-day workshop beginning June 29th that's geared towards giving professional training and hands-on experience to students to ignite their filmmaking passion. During the workshop, students will participate in creating their own short film with the help of our staff. Student Film Camp will conclude with a red carpet premiere during a fpStudents Service to showcase the students' work. 

</p><p>Whether you are interested in being behind the camera, a part of the crew, or interested in acting - space is limited, so register today!</p>

<p>Cost: $100 for gear rental, food, a shirt. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=trfBNHrdDMy2h0xZTsUAUw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register Here</a></p>",1,NULL,NULL,"2015-06-03 00:00:00","2015-06-25 11:59:00",8,"2015-06-03 18:28:09","2015-06-15 13:45:34"
367,"No-Saturday-Service","No Saturday Service",NULL,"No Saturday evening service this weekend, July 4th..","We will have no Saturday evening service this weekend, July 4th at our Pellissippi Campus. Have a great 4th, and enjoy the time with your family!",1,NULL,NULL,"2015-07-02 00:00:00","2015-07-05 11:59:00",3,"2015-07-02 19:39:24","2015-07-05 02:43:47"
368,"No-Sunday-Morning-Services","No Sunday Morning Services",NULL,"No regular Sunday morning services on Sunday, July 5th...","<p>Because of our 5th of July Celebration, we will not have regular Sunday morning services on Sunday, July 5th.</p>",1,NULL,NULL,"2015-07-04 00:00:00","2015-07-06 11:59:00",2,"2015-07-05 02:43:37","2015-07-05 02:45:01"
